tiempo,azul,verde,amarillo,naranja,rojo
8309,282,352,314,293,336
8409,282,358,321,293,336
8509,272,349,309,287,331
8610,267,343,293,272,315
8710,294,342,304,293,310
8810,319,366,334,331,339
8910,316,366,337,317,355
9010,296,367,327,303,351
9110,294,349,314,293,326
9210,303,346,323,301,327
9310,331,359,340,323,341
9410,338,373,367,334,366
9510,272,254,307,278,338
9610,177,146,170,138,220
9711,144,110,117,97,128
9811,108,80,83,77,119
9911,95,111,79,58,134
10012,68,86,67,55,128
10112,49,82,54,39,108
10212,30,38,21,13,78
10312,31,10,3,0,48
10412,28,6,0,0,39
10512,22,3,1,0,35
10612,16,14,0,0,45
10712,23,21,16,0,64
10813,48,59,41,17,102
10913,91,208,101,62,190
11013,153,291,192,128,258
11113,224,299,240,172,283
11213,247,304,259,193,283
11314,256,304,259,203,285
11414,250,304,254,191,281
11514,240,307,241,175,271
11614,146,293,191,128,253
11714,91,171,109,77,192
11814,33,61,45,24,105
11914,0,16,0,0,64
12014,0,4,0,0,53
12114,0,0,0,0,32
12214,0,0,0,0,3
12314,0,0,0,0,0
12414,0,0,0,0,0
12514,0,0,0,0,0
12614,0,0,0,0,0
12715,0,0,0,0,0
12815,0,0,0,0,0
12915,0,0,0,0,0
13015,0,0,0,0,0
13115,0,0,0,0,0
13215,0,0,0,0,0
13315,0,0,0,0,0
13415,0,0,0,0,0
13515,0,0,0,0,22
13616,48,50,48,34,109
13716,114,151,112,91,195
13816,174,313,206,142,273
13916,259,330,266,213,297
14016,275,336,269,231,308
14117,279,336,295,241,322
14217,266,336,283,244,314
14317,280,336,285,246,323
14417,287,336,285,240,321
14517,268,333,274,237,318
14618,262,324,266,227,306
14718,256,341,263,205,288
14818,169,291,195,144,272
14918,94,116,91,80,155
15018,42,29,26,8,78
15118,0,0,0,0,34
15218,0,0,0,0,0
15318,0,0,0,0,0
15418,0,0,0,0,0
15519,0,0,0,0,0
15619,0,0,0,0,0
15719,0,0,0,0,0
15819,0,0,0,0,0
15919,0,0,0,0,0
16020,0,0,0,0,0
16120,0,0,0,0,0
16219,25,0,0,0,14
16320,283,331,307,282,336
16421,304,345,330,304,341
16521,300,336,320,304,330
16621,299,343,328,304,335
16721,297,338,317,307,333
16821,297,341,320,301,325
16922,303,347,314,304,329
17022,299,349,321,304,330
17122,304,350,322,305,333
17222,301,352,322,304,333
17322,309,350,325,307,336
17423,315,353,326,310,336
17523,305,361,333,309,335
17623,309,354,333,307,337
17723,309,365,335,314,338
17823,318,362,330,320,341
17924,306,368,336,319,345
18024,313,368,336,318,342
18124,315,363,335,314,343
18224,315,370,345,315,341
18324,308,363,342,321,342
18425,320,373,336,318,345
18525,307,368,335,320,342
18625,305,363,337,314,341
18725,316,367,337,315,341
18825,316,363,336,313,338
18925,320,368,336,315,339
19025,311,366,335,313,342
19125,311,363,338,316,340
19225,320,368,336,319,343
19325,315,373,342,317,347
19425,314,369,338,320,347
19525,309,362,339,314,339
19626,310,368,337,314,339
19726,307,365,336,315,340
19826,315,355,336,315,338
19926,309,363,336,310,337
20026,310,358,336,311,342
20126,306,355,336,309,337
20226,304,352,322,309,336
20327,301,354,333,304,334
20427,303,343,323,304,332
20527,304,337,320,300,326
20627,295,343,317,294,323
20727,304,336,311,297,319
20827,294,345,319,290,322
20927,284,342,310,287,320
21027,275,334,306,288,313
21127,273,327,295,272,304
21227,265,327,301,272,301
21327,267,320,297,256,294
21427,269,332,297,262,300
21527,267,325,291,270,300
21627,272,321,297,271,301
21728,270,322,295,267,293
21828,261,321,287,258,282
21928,258,323,286,253,277
22028,262,325,272,248,275
22128,259,330,281,246,271
22228,265,320,279,240,256
22328,256,325,277,238,245
22428,259,327,286,239,252
22528,264,322,276,242,256
22628,255,326,287,242,259
22728,257,326,282,246,275
22828,262,321,279,259,289
22928,263,320,285,263,298
23028,262,323,291,269,303
23129,273,327,304,281,307
23229,271,327,302,275,308
23329,272,336,301,282,315
23429,272,334,310,281,311
23529,273,340,308,297,320
23629,281,338,299,294,319
23729,282,343,307,288,318
23829,289,338,314,293,321
23929,287,354,319,292,320
24030,288,346,305,295,320
24130,289,342,314,295,321
24230,277,349,314,294,321
24330,287,350,314,291,320
24430,279,341,311,301,319
24531,288,354,315,297,326
24631,289,353,324,285,330
24731,295,356,325,305,332
24831,289,365,333,304,332
24931,302,357,323,304,333
25031,304,361,324,314,334
25131,304,363,333,304,335
25231,303,354,320,318,336
25331,295,354,332,311,336
25431,292,359,329,304,335
25531,294,357,330,304,331
25631,290,356,330,303,327
25731,290,354,319,293,325
25831,287,353,316,296,323
25932,283,353,316,291,323
26032,284,347,313,291,321
26132,287,352,315,288,322
26232,292,350,311,290,323
26332,283,348,316,288,320
26433,294,342,313,283,318
26533,285,340,306,284,318
26633,284,337,309,285,315
26733,281,336,304,280,311
26833,279,336,304,274,311
26933,272,336,304,275,318
27033,272,336,304,279,314
27133,281,333,304,272,310
27233,273,335,304,275,314
27333,278,333,304,272,310
27433,282,336,303,276,314
27533,274,336,303,278,311
27633,279,337,306,285,315
27733,272,331,302,285,315
27834,276,336,301,272,309
27934,274,336,301,272,310
28034,271,335,295,275,306
28134,267,333,294,276,310
28234,266,335,291,272,309
28335,271,335,302,274,308
28435,272,336,303,272,311
28535,264,336,299,273,311
28635,270,337,303,279,309
28735,272,347,302,283,313
28835,273,335,294,283,311
28935,272,336,304,285,316
29035,282,349,305,295,320
29135,309,382,343,330,362
29235,346,425,411,365,405
29335,285,348,313,303,325
29435,306,365,331,308,346
29535,291,341,307,297,321
29635,274,336,308,290,320
29735,285,346,314,290,321
29835,289,352,317,291,325
29935,285,343,315,297,322
30035,290,345,306,295,320
30135,960,1019,976,971,965
30235,338,403,362,351,383
30335,336,399,362,336,383
30435,339,400,363,342,373
30535,335,400,366,347,373
30635,338,395,368,350,381
30735,486,556,511,495,530
30835,294,359,335,306,339
30935,323,384,347,335,366
31035,292,353,325,301,331
31136,293,357,328,294,336
31236,293,361,326,303,336
31336,289,357,326,303,336
31436,301,353,330,305,336
31536,294,357,325,315,337
31637,297,357,335,304,339
31737,301,361,334,304,335
31837,301,353,322,311,338
31937,297,355,324,304,335
32036,291,353,328,304,336
32138,291,348,323,303,335
32237,298,351,322,299,336
32338,289,351,332,292,331
32438,289,342,323,299,331
32537,282,347,315,295,329
32639,291,347,320,298,331
32738,295,339,318,301,329
32839,287,341,320,299,327
32939,293,340,319,299,326
33039,292,343,316,304,326
33139,294,339,317,295,329
33239,287,340,323,293,331
33339,289,339,313,290,330
33439,291,338,323,289,329
33539,297,343,318,295,330
33639,290,345,318,293,329
33739,290,342,317,291,327
33839,288,342,320,293,326
33939,283,341,323,300,327
34040,289,337,319,299,326
34140,294,340,322,293,327
34240,288,341,322,288,331
34340,293,344,319,302,327
34440,289,350,317,295,334
34541,287,347,320,298,334
34641,297,352,334,299,336
34741,294,353,321,304,333
34841,294,351,320,304,336
34941,303,359,324,304,336
35042,289,359,320,304,336
35142,288,347,324,301,336
35242,290,351,322,301,334
35342,285,350,322,302,336
35442,284,355,319,297,333
35542,283,351,326,291,335
35642,294,355,325,302,336
35742,288,358,329,301,331
35842,293,353,320,299,336
35942,269,331,293,270,282
36042,231,157,237,226,179
36142,178,89,132,189,108
36242,113,59,64,85,70
36342,63,21,28,48,51
36442,32,14,4,16,33
36542,0,0,0,0,15
36642,189,138,154,132,194
36742,0,0,0,0,0
36842,0,0,0,0,0
36943,0,0,0,0,1
37043,0,0,0,0,24
37143,91,59,58,66,66
37243,195,269,185,219,164
37343,274,343,317,276,316
37444,282,336,318,280,323
37544,283,336,310,291,325
37644,531,581,556,531,565
37744,457,511,489,464,499
37844,491,544,525,491,528
37945,403,463,438,405,448
38045,457,535,491,478,530
38145,560,609,590,565,601
38245,269,323,292,263,304
38345,179,174,137,66,98
38446,5,48,25,10,123
38546,0,37,16,0,107
38646,0,21,17,5,69
38746,1,13,9,0,48
38846,0,0,0,0,54
38946,0,0,0,0,49
39046,0,0,0,0,25
39146,0,0,0,0,14
39246,0,0,0,0,14
39346,0,0,0,0,6
39446,0,0,0,0,0
39546,0,0,0,0,0
39646,0,0,0,0,0
39746,0,0,0,0,12
39846,0,0,0,0,2
39946,0,0,0,0,0
40046,0,0,0,0,0
40146,0,0,0,0,5
40247,0,0,0,0,36
40347,19,31,20,6,85
40447,82,94,61,53,115
40547,115,151,90,80,144
40647,112,186,95,89,159
40747,107,161,80,66,144
40847,106,130,81,67,123
40947,83,139,80,49,113
41047,65,218,97,49,147
41147,78,261,112,73,208
41247,75,233,118,80,189
41347,83,243,122,80,195
41447,96,256,125,98,208
41547,107,269,128,98,213
41648,100,265,135,96,208
41748,97,244,130,94,195
41848,93,86,78,59,129
41948,80,61,42,33,80
42048,77,27,21,33,57
42148,35,0,0,0,16
42248,43,0,0,0,0
42348,24,0,0,0,0
42448,0,0,0,0,0
42549,0,0,0,0,0
42649,0,0,0,0,0
42749,0,0,0,0,0
42849,0,0,0,0,0
42949,0,0,0,0,0
43049,0,0,0,0,0
43149,60,32,35,36,67
43249,131,131,128,110,144
43349,208,274,238,185,286
43450,279,350,294,251,319
43550,293,352,319,275,322
43650,301,341,315,295,322
43750,288,341,317,295,330
43850,287,350,323,293,333
43950,304,368,330,307,339
44050,304,357,330,299,338
44150,290,351,330,291,332
44250,295,344,320,285,329
44350,297,350,320,287,330
